code,actual_controller,ownership_type
300563,"任凤娟,汤晓楠,汤建康",private
300564,"徐先林,徐江",private
300565,"张锋峰,陈登志,曾宪琦",private
300566,张彦,private
300567,彭骞,private
300568,"陈秀峰,陈良",private
300569,郑旭,private
300570,"张致民,张艺明,张映华,蔡乐,林升德,蔡波,姜丽娟,肖湘杰,黄伟新,郑余滨",private
300571,"郭庆,张晖",private
300572,贺宪宁,private
300573,刘继东,private
300575,"吴耀军,张骥",private
300576,"林海望,黄勇,刘启升,杨遇春,刘群英",private
300577,范劲松,private
300578,黄元元,private
300579,北京市国有资产经营有限责任公司,state
300580,曹余华,private
300581,吴坚,private
300582,Guichao Hua,private
300583,米超杰,private
300584,"曹于平,姜晓群",private
300585,刘军胜,private
300586,黄伟汕,private
300587,"王美雨,许吉锭,许孔斌",private
300588,"何开文,岳亚梅",private
300589,"夏刚,晏志清",private
300590,廖荣华,private
300591,"林大耀,林大洲,林彩虹,林大权",private
300592,周新华,private
300593,王彬,private
300594,"李敬茂,李敬恩,马筠",private
300595,陶悦群,private
300596,李海平,private
300597,吉林大学,private
300598,"王继平,刘荷艺",private
300599,黄淦雄,private
300600,龚瑞良,private
300601,杜伟民,private
300602,马飞,private
300603,王刚,private
300604,"赵轶,徐昕",private
300605,"魏晓曦,欧霖杰",private
300606,"胡秀英,杨璐,杨稹,杨勍",private
300607,吴丰礼,private
300608,吴飞舟,private
300609,张宏俊,private
300610,于子洲,private
300611,章碧鸿,private
300612,"张秀兵,万丽莉",private
300613,杨小奇,private
300614,"陈功海,李娜",private
300615,"石伟平,薛枫",private
300616,"李连柱,周淑毅",private
300617,"陈晓晖,陈晓凌,陈晓鸣",private
300618,"梁杰,梁建坤",private
300619,"张启发,梁可,陆连锁",private
300620,吴玉玲,private
300621,张汉清,private
300622,"ALEXANDER LIU,LOUISA FAN",private
300623,黄善兵,private
300624,吴太兵,private
300625,"张宇涛,林岩,张贤庆,陈松辉",private
300626,孙瑞良,private
300627,赵延平,private
300628,"吴仲毅,陈智松,卢荣富,周继伟",private
300629,"王刚,雷炳秀,王婧",private
300631,薛加玉,private
300632,"林文坤,林瑞梅",private
300633,"陈志强,吴坤祥",private
300634,"曾之俊,杨良志",private
300635,"吴君晔,李涛",private
300636,"庞正伟,梁忠诚",private
300637,"樊培仁,杨美意",private
300638,张天瑜,private
300639,"王建瑜,管乔中,管秩生,管子慧",private
300640,吴体芳,private
300641,"曹正国,沈杏秀",private
300642,姚见儿,private
300643,张健儿,private
300644,"刘越,吴劲松,刘曙阳,严渝荫",private
300645,陈坚,private
300647,"刘郁,张魁,杜建军",private
300648,"李有财,江美珠,汤平,刘作斌",private
300649,"何韦,刘克章,周为,吕明华,葛荣",private
300650,庄占龙,private
300651,"李春荣,李剑刚,李剑峰,施美华",private
300652,"沈仁荣,於彩君",private
300653,秘波海,private
300654,任志鸿,private
300655,罗培楠,private
300656,"许香灿,许文焕",private
300657,李强,private
300658,"谢继华,谢继权,谢影秋,谢淑冬,林彬彬,谢道平",private
300659,魏东晓,private
300660,苏建国,private
300661,张世龙,private
300662,"高勇,李跃章",private
300663,王安京,private
300664,"王洪春,王春林",private
300665,章卫国,private
300666,姚力军,private
300667,"代啸宁,朱红艳",private
300668,姜峰,private
300669,邹家春,private
300670,陈杰,private
300671,刘景裕,private
300672,向平,private
300673,"陈振标,郑香兰",private
300674,洪卫东,private
300675,深圳市人民政府国有资产监督管理委员会,state
300676,汪建,private
300677,刘方毅,private
300678,中国科学院国有资产经营有限责任公司,state
300679,"陈育宣,林德英",private
300680,"倪茂生,倪铭",private
300681,姜桂宾,private
300682,"徐长军,郑新标",private
300683,"陈亚,吴洪新,陈宗敏",private
300684,"叶露,吴晓宁,吴憾",private
300685,郑立谋,private
300686,"吴加维,陈奕纯",private
300687,"张成康,刘伟超,刘国华,欧阳湘英,曹金乔",private
300688,牛文文,private
300689,冯学裕,private
300690,王庆华,private
300691,"龚俊强,邱盛平,肖明志",private
300692,张伯中,private
300693,"方兴,肖学礼,盛剑明",private
300694,王洪其,private
300695,"孔爱祥,孔辰寰",private
300696,"冉光文,范庆新,谢鹏,丁洪涛",private
300697,陈力皎,private
300698,张德生,private
300699,陈光威,private
300700,"段志明,杨辉煌",private
300701,单森林,private
300702,"林洁,屠勇军",private
300703,任召国,private
300705,朱志宏,private
300706,"陈钦忠,陈秀梅",private
300707,张锡亮,private
300708,潘华荣,private
300709,"王明喜,黄逸超",private
300710,"许梦飞,许泉海",private
300711,广州市国有资产管理委员会,state
300712,"林一文,季征南,宋发兴,卓秀者,王劲军,卢庆议,钱有武,陈强",private
300713,尹伟,private
300715,钱林弟,private
300716,"邵鉴棠,杨娜",private
300717,李振斌,private
300718,孙志华,private
300719,赵子安,private
300720,郑锦康,private
300721,"刘杏元,刘准",private
300722,江西省国有资产监督管理委员会,state
300723,"李捍雄,吴美容",private
300724,"蒋柳健,余仲,左国军",private
300725,杨民民,private
300726,"曾琛,钟若农,曾继疆",private
300727,"叶剑平,俞彩娟",private
300729,"项乐宏,姜艺",private
300730,"费耀平,李杰,李建华,刘星沙,刘应龙",private
300731,周东,private
300732,"常兴文,汤意,李智,王世杰,毛振杰,刘东旭,王国锋,林明,岳建光,苏沛东,杜战军,杨磊,杨锋,张建平",private
300733,"魏晓林,喻英莲,魏永春",private
300735,唐建兴,private
300736,刘铁峰,private
300737,"陈伟忠,阮宜宝",private
300738,冯康,private
300739,张佩珂,private
300740,戴跃锋,private
300741,朱林瑶,private
300743,"韩琼,潘浦敦,刘建海",private
300745,吴壬华,private
300746,"岑政平,欧薇舟",private
300747,国务院国有资产监督管理委员会,state
300748,"蔡报贵,胡志滨,李忻农",private
300749,"林新达,林彩菊",private
300750,"曾毓群,李平",private
300751,"周剑,王正根",private
300752,"吴新理,吕小霞",private
300753,王凝宇,private
300755,吴向东,private
300756,"邓志毅,李勇,刘喜旺",private
300757,"戴军,王宏军,夏承周",private
300758,"徐惠祥,臧婕",private
300759,,no_controller
300760,"李西廷,徐航",private
300761,"程立力,沈静",private
300762,,no_controller
300763,"王一鸣,林伊蓓,王峻适",private
300765,蔡东晨,private
300766,方毅,private
300767,李涛,private
300768,郑树生,private
300769,"吉学文,孔令涌,王允实",private
300770,广东广播电视台,private
300771,干德义,private
300772,浙江省人民政府国有资产监督管理委员会,state
300773,,no_controller
300774,"权秋红,张建飞,卢慧诗",private
300775,,no_controller
300776,李志刚,private
300777,"杨永岗,温月芳",private
300778,张春杰,private
300779,张新功,private
300780,"雷永志,雷永强",private
300781,"李明,王建朝",private
300782,"许志翰,Chenhui Feng,Zhuang Tang",private
300783,章燎源,private
300784,"李士峰,邱翌",private
300785,隋国栋,private
300786,丁香鹏,private
300787,周洪亮,private
300788,中国中信集团有限公司,private
300789,"陈唐龙,周艳",private
300790,"张品光,姜先海,张伟,谭家勇,何敏超,林炎明,金永红,谷晶晶,张品章",private
300791,"林培青,陈琼",private
300792,林振宇,private
300793,"严文华,严帆",private
300795,"方欢胜,潘建军,姚宗宪",private
300796,陈峰,private
300797,国务院国有资产监督管理委员会,state
300798,赵卫国,private
300800,张广胜,private
300801,程终发,private
300802,杨勇,private
300803,王之杰,private
300804,"蔡丹群,蔡绍欣",private
300805,"梁定郊,黄勇,曾俊,张黎,吴芳,袁金涛",private
300806,"金闯,施蓉",private
300807,郭建国,private
300808,"卓楚光,郭少燕",private
300809,"曹宇中,赵泽明,刘翔雄",private
300810,蔡惠智,private
300811,杜江华,private
300812,"柴明华,高军鹏,胡靖林",private
300813,"叶大林,倪卫菊",private
300814,"王昌民,王璐,王先锋",private
300815,"周平,周梦晨",private
300816,刘屹,private
300817,"周引春,顾美娟",private
300818,郑昊,private
300819,"陆玉珍,仲湘聚,仲鸿天",private
300820,"王军,周英怀",private
300821,傅军,private
300822,"李清文,肖萍",private
300823,陈振东,private
300824,GEORGE MOHAN ZHANG,private
300825,"宣奇武,刘剑",private
300826,"卢祖飞,江红涛",private
300827,"吴强,吴超",private
300828,国占昌,private
300829,张鹏,private
300830,黎峰,private
300831,陕西省国有资产监督管理委员会,state
300832,,no_controller
300833,蒋伟楷,private
300834,"陈雁升,陈创煌,陈冬琼",private
300835,"熊永宏,熊咏鸽",private
300836,肖朝蓬,private
300837,陈利华,private
300838,"陈晓宇,任翔,王秀国,戴美春,余建平,吴平",private
300839,"金碧华,夏亚萍",private
300840,张代理,private
300841,王振滔,private
300842,"史卫利,闫经梅",private
300843,黄雪林,private
300844,"孙虎,蔡彬",private
300845,"郑乐观,张安全",private
300846,曲宁,private
300847,中国船舶重工集团公司,state
300848,王仁鸿,private
300849,"阮荣涛,高丽君",private
300850,"肖争强,肖高强",private
300851,"邱宽民,徐迅,赵胜凯,张民,赵会兵,李伟",private
300852,"刘天明,温一峰,黄志成",private
300853,"陈如申,王晓青",private
300854,"葛芳,孔熊君",private
300855,"万柏方,万金宜",private
300856,周旭明,private
300857,耿四化,private
300858,孙天松,private
300859,阜康市国有资产监督管理局,state
300860,"沙晓岚,王芳韵",private
300861,吴英,private
300862,"袁永刚,王文娟",private
300863,林光耀,private
300864,南京大学,private
300865,"甘德宏,张文秀",private
300866,"阳萌,贺丽",private
300867,"朱恒冰,朱煜煊",private
300868,"谌建平,杨美华",private
300869,胡坤,private
300870,"王合球,王玉琳,王越飞,王越天,尚韵思",private
300871,"张卫元,余姣娥",private
300872,欧阳建平,private
300873,"梁晨,杨曦",private
300875,"潘峰,毛建强,马雪峰",private
300876,郭清海,private
300877,"杨迎春,杨乐",private
300878,刘忠良,private
300879,"叶晓波,ANGELICA PG HU",private
300880,"章恩友,章国耀",private
300881,"周文庆,宗焕琴,周阳益",private
300882,"邬永强,周华",private
300883,"徐龙平,张云学",private
300884,缪国栋,private
300885,"周光荣,徐晓玉",private
300886,华文亮,private
300887,"宋薇,李阳谷",private
300888,李建全,private
300889,谢明武,private
300890,"周鹏伟,钟英浩",private
300891,"钟镇光,汪锦秀",private
300892,"王牧,徐松莉",private
300893,"胡铲明,沈燕燕,胡凯纳",private
300894,黄卫斌,private
300895,北京市人民政府国有资产监督管理委员会,state
300896,简军,private
300897,"钱炳炯,岑腾云,季永聪,王雪洲,胡绍水",private
300898,"李学军,李作恭,李锡安",private
300899,"葛文越,刘峰,邵蔚,杨旗,申雅维,杨昊鹏",private
300900,王增夺,private
300901,倪秀华,private
300902,洪伟艺,private
300903,"郑晓蓉,谭东",private
300904,"李阿波,李想",private
300905,"徐毅明,徐闻达",private
300906,"陶捷,谭晓云",private
300907,"江建平,夏宇华",private
300908,"孙耀志,朱新成",private
300909,"李明,董芳梅",private
300910,郭春萱,private
300911,"孙伟勇,孙吉,陈月华",private
300912,臧志成,private
300913,姚金龙,private
300915,"黄海晓,黄海瑚",private
300916,欧阳正良,private
300917,深圳市人民政府国有资产监督管理委员会,state
300918,龙口市东江街道南山村村民委员会,private
300919,"邓伟明,吴小歌",private
300920,张镤,private
300921,"蒋小明,陈树林",private
300922,宋金锁,private
300923,"李彪,李善群",private
300925,严华,private
300926,"伍亚林,伍阿凤",private
300927,南通市人民政府国有资产监督管理委员会,state
300928,"何信义,何攀",private
300929,安徽工业大学,private
300930,"汪志荣,汪志春",private
300931,徐志明,private
300932,宋朝阳,private
300933,"杜南平,张茜",private
300935,"陈岱林,张建云,张凯利,任卫教",private
300936,"俞卫忠,俞丞,戴丽芳",private
300937,李燕飞,private
300938,"吕杰中,吕保忠,高磊",private
300939,黄志毅,private
300940,"潘连兴,姜发明",private
300941,"张更生,林岚",private
300942,"朱海,王金玉",private
300943,杨广宇,private
300945,孙松鹤,private
300946,"林正华,陈丽钦",private
300947,"贾波,李燕灵",private
300948,"许剑平,李春林",private
300949,李宝章,private
300950,魏振文,private
300951,徐思通,private
300952,"姚海霞,王咸华,王鹏",private
300953,"蒋震林,洪瑞娣",private
300955,"曾焕彬,曾本生",private
300956,"戴明,戴军,李禹华",private
300957,"郭振宇,KEVIN GUO",private
300958,北京市国有资产监督管理委员会,state
300959,"汪坤,门庆娟",private
300960,"谢玮,徐建英",private
300961,李海波,private
300962,国务院国有资产监督管理委员会,state
300963,冯明明,private
300964,董晓俊,private
300965,"饶红松,饶丹妮,王舒公",private
300966,"系祖斌,陈文静",private
300967,魏晓明,private
300968,"吴宝发,吴宝玉",private
300969,"许宁宁,俞国梅",private
300970,余养朝,private
300971,"李文喜,岑红",private
300972,"陈文柱,王丽卿,王泽宁",private
300973,"彭裕辉,赵松涛,彭永成",private
300975,沙宏志,private
300976,李清平,private
300977,"范文宏,黄新华",private
300978,马永涛,private
300979,"张聪渊,张志邦,张文馨,张育维,周美月",private
300980,魏志祥,private
300981,厦门市人民政府国有资产监督管理委员会,state
300982,"芦伟琴,施小波",private
300983,"施泽淞,余志峰,叶阳,陈磊,潘允哲,杨立峰,张晟",private
300984,"郑立成,杨伟,赵国权,郑小军,叶建阳",private
